# Time (seconds),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0099999,-0.7110779285430908,-9.497797966003418,-0.49320554733276367,18.463134765625,1.52587890625,7.5225830078125
0.029999900000000003,-0.7134721279144287,-9.346963882446289,-0.5410895943641663,15.380859375,3.0975341796875,8.270263671875
0.0499999,-0.7398083209991455,-9.193734169006348,-0.5841852426528931,16.4794921875,6.378173828125,15.4571533203125
0.0699999,-0.7948749661445618,-9.208099365234375,-0.524330198764801,24.139404296875,7.6904296875,28.533935546875
0.08999990000000001,-0.8834604024887085,-9.370905876159668,-0.3519476354122162,19.1497802734375,4.7607421875,25.3448486328125
0.10999990000000001,-1.015141487121582,-9.725247383117676,-0.08858546614646912,8.85009765625,0.5340576171875,13.153076171875
0.1299999,-1.158793568611145,-10.1753568649292,0.24899697303771973,11.8865966796875,1.2969970703125,10.7269287109375
0.14999990000000002,-1.2473790645599365,-10.486603736877441,0.6033388376235962,12.2833251953125,-1.1138916015625,9.490966796875
0.1699999,-1.235408067703247,-10.618284225463867,1.0462661981582642,5.4473876953125,-4.7607421875,5.096435546875
0.1899999,-1.070208191871643,-10.654197692871094,1.9632453918457031,-10.2996826171875,-26.1383056640625,3.5400390625
0.20999990000000002,-1.01753568649292,-10.776301383972168,2.185906171798706,-22.8118896484375,-34.0118408203125,0.6866455078125
0.2299999,-1.0247182846069336,-10.975020408630371,2.276885747909546,-19.134521484375,-30.548095703125,-3.4942626953125
0.2499999,-1.1228805780410767,-11.276689529418945,2.006340980529785,-20.08056640625,-40.4510498046875,-11.016845703125
0.2699999,-1.2832920551300049,-11.729193687438965,1.3335703611373901,-29.5257568359375,-54.107666015625,-14.678955078125
0.28999990000000003,-1.4460978507995605,-12.164938926696777,0.5003881454467773,-22.39990234375,-38.818359375,-28.228759765625
0.3099999,-1.601720929145813,-12.540828704833984,-0.5123591423034668,-7.14111328125,-24.1851806640625,-44.2352294921875
0.3299999,-1.6687586307525635,-12.722787857055664,-1.3766659498214722,-2.74658203125,-27.77099609375,-51.5899658203125
0.34999990000000003,-1.647210717201233,-12.717999458312988,-1.8267759084701538,2.5787353515625,-24.200439453125,-52.398681640625
0.3699999,-1.5849615335464478,-12.57913589477539,-2.011129379272461,0.8392333984375,-22.8424072265625,-58.8226318359375
0.3899999,-1.5083470344543457,-12.378023147583008,-2.0231003761291504,-10.3302001953125,-24.2919921875,-72.1435546875
0.40999990000000003,-1.3910311460494995,-12.148179054260254,-1.9823989868164062,-11.077880859375,-21.7742919921875,-77.4383544921875
0.4299999,-1.2330138683319092,-11.839327812194824,-1.9991583824157715,-9.7808837890625,-17.0135498046875,-78.826904296875
0.4499999,-1.0319008827209473,-11.461043357849121,-2.056619167327881,-8.8348388671875,-13.24462890625,-83.0230712890625
0.4699999,-0.8020575642585754,-11.044452667236328,-2.1475989818573,-7.7362060546875,-11.444091796875,-88.9434814453125
0.4899999,-0.5554547905921936,-10.596736907958984,-2.233790159225464,-5.5084228515625,-10.4522705078125,-92.5750732421875
0.5099999,-0.30885201692581177,-10.139444351196289,-2.4133553504943848,-4.08935546875,-8.4381103515625,-94.4061279296875
0.5299999,-0.021547814831137657,-9.555258750915527,-2.6360161304473877,-5.1727294921875,1.52587890625,-96.8780517578125
0.5499999,0.31603461503982544,-8.813055992126465,-2.8443117141723633,-3.2958984375,16.448974609375,-95.4132080078125
0.5699999,0.6751648783683777,-8.061277389526367,-3.045424461364746,4.2724609375,20.1416015625,-78.9947509765625
0.5899998999999999,1.0103530883789062,-7.340622425079346,-3.1890766620635986,8.270263671875,24.9176025390625,-67.138671875
0.6099998999999999,1.2856862545013428,-6.854599475860596,-3.3279404640197754,5.1727294921875,36.68212890625,-64.6820068359375
0.6299999,1.482010841369629,-6.581660270690918,-3.354276657104492,10.6658935546875,53.8482666015625,-62.957763671875
0.6499999,1.6496049165725708,-6.411672115325928,-3.3016040325164795,20.965576171875,56.488037109375,-56.549072265625
0.6699999,1.8291701078414917,-6.320692539215088,-3.095702886581421,24.3988037109375,57.342529296875,-45.989990234375
0.6899999,2.03507137298584,-6.210559368133545,-2.8347349166870117,25.93994140625,62.8204345703125,-39.2913818359375
0.7099999,2.2697031497955322,-6.124367713928223,-2.5929205417633057,25.115966796875,73.1658935546875,-35.675048828125
0.7299998999999999,2.52109432220459,-5.961562156677246,-2.3582887649536133,22.5372314453125,79.742431640625,-26.702880859375
0.7499998999999999,2.7676970958709717,-5.6455278396606445,-2.0877439975738525,28.7933349609375,84.89990234375,-14.129638671875
0.7699999,2.978386878967285,-5.188235282897949,-1.6735470294952393,28.4881591796875,92.28515625,2.86865234375
0.7899999,3.1244332790374756,-4.6734819412231445,-1.0606313943862915,17.39501953125,99.6246337890625,24.1851806640625
0.8099999,3.181894063949585,-4.311957359313965,-0.35434186458587646,8.72802734375,94.6044921875,42.4652099609375
0.8299999,3.160346269607544,-4.050989151000977,0.48602294921875,12.3138427734375,87.158203125,54.1229248046875
0.8499998999999999,3.023876667022705,-4.0964789390563965,1.3192051649093628,27.984619140625,84.2132568359375,71.5484619140625
0.8699998999999999,2.7940332889556885,-4.333505153656006,2.1164743900299072,29.7088623046875,81.2225341796875,89.630126953125
0.8899999,2.47560453414917,-4.654327869415283,2.956839084625244,16.632080078125,77.6824951171875,95.703125
0.9099999,2.0614075660705566,-5.140350818634033,3.866635799407959,9.674072265625,68.9849853515625,109.6954345703125
0.9299999,1.5298948287963867,-5.872976779937744,4.771644115447998,17.88330078125,47.4395751953125,129.2266845703125
0.9499999,0.8643068075180054,-7.003039836883545,5.688623428344727,23.681640625,31.92138671875,134.6893310546875
0.9699998999999999,0.12928688526153564,-8.65743350982666,6.256049156188965,5.523681640625,15.106201171875,121.795654296875
0.9899998999999999,-0.5530605912208557,-10.426748275756836,6.619967937469482,-27.099609375,9.002685546875,95.9014892578125
1.0099999,-1.0821791887283325,-12.155362129211426,6.473921298980713,-15.68603515625,-7.843017578125,82.7484130859375
1.0299999,-1.335964560508728,-13.263877868652344,6.100425720214844,-9.3841552734375,-17.9443359375,71.624755859375
1.0499999,-1.3503297567367554,-13.742717742919922,5.47075080871582,-14.6331787109375,-21.8505859375,58.4564208984375
1.0699999,-1.1563993692398071,-13.481749534606934,4.898536682128906,-13.8397216796875,-26.30615234375,49.530029296875
1.0899999,-0.9361328482627869,-13.084312438964844,4.335899353027344,-0.732421875,-34.2254638671875,59.3414306640625
1.1099999,-0.7757213711738586,-12.844892501831055,3.861847400665283,12.51220703125,-47.149658203125,71.8536376953125
1.1299999,-0.7398083209991455,-12.880805015563965,3.7660791873931885,1.1138916015625,-34.11865234375,49.2706298828125
1.1499999,-0.8451532125473022,-12.971784591674805,3.6846764087677,-23.1475830078125,-44.952392578125,21.820068359375
1.1699998999999999,-1.0007762908935547,-12.660538673400879,3.869029998779297,-34.7747802734375,-58.9141845703125,18.585205078125
1.1899998999999999,-1.139639973640442,-11.72201156616211,3.7684733867645264,-37.200927734375,-67.535400390625,24.0020751953125
1.2099999,-1.2306196689605713,-10.321403503417969,3.339911460876465,-39.1082763671875,-68.939208984375,22.216796875
1.2299999,-1.2689268589019775,-9.038111686706543,2.7533318996429443,-14.6942138671875,-56.0150146484375,30.1055908203125
1.2499999,-1.3072341680526733,-8.324639320373535,2.2649147510528564,4.547119140625,-56.5032958984375,40.3289794921875
1.2699999,-1.3958195447921753,-8.432378768920898,2.0590133666992188,-12.3748779296875,-67.3980712890625,38.5284423828125
1.2899999,-1.5873557329177856,-9.346963882446289,1.968033790588379,-35.4156494140625,-75.6988525390625,23.86474609375
1.3099999,-1.8195933103561401,-10.733205795288086,1.7956513166427612,-30.0750732421875,-70.9381103515625,11.474609375
1.3299999,-1.98958158493042,-11.882423400878906,1.5131354331970215,-19.0887451171875,-56.94580078125,-5.9051513671875
1.3499999,-2.097320795059204,-12.696451187133789,0.9241618514060974,-22.5372314453125,-61.9659423828125,-9.613037109375
1.3699999,-2.0925323963165283,-12.887988090515137,0.43095630407333374,-21.4691162109375,-56.243896484375,-13.2904052734375
1.3899999,-2.051830768585205,-12.773066520690918,0.019153613597154617,-2.3345947265625,-40.8477783203125,-22.4151611328125
1.4099999,-2.051830768585205,-12.612654685974121,-0.3064578175544739,6.622314453125,-42.7093505859375,-26.2451171875
1.4299998999999999,-2.0661959648132324,-12.461819648742676,-0.3902548849582672,-5.584716796875,-43.0145263671875,-34.1796875
1.4499999,-2.1164743900299072,-12.480973243713379,-0.4165911078453064,-14.5721435546875,-37.811279296875,-42.999267578125
1.4699999,-2.1547815799713135,-12.567164421081543,-0.5147533416748047,-12.4053955078125,-35.5377197265625,-52.734375
1.4899999,-2.1308395862579346,-12.624625205993652,-0.6775590777397156,-5.950927734375,-29.2816162109375,-63.8885498046875
1.5099999,-2.0398597717285156,-12.60307788848877,-0.9313444495201111,-5.79833984375,-25.360107421875,-69.4122314453125
1.5299999,-1.86508309841156,-12.480973243713379,-1.1875240802764893,-9.765625,-20.4620361328125,-73.8525390625
1.5499999,-1.6184803247451782,-12.15057373046875,-1.359906554222107,-13.85498046875,-11.5814208984375,-85.63232421875
1.5699999,-1.3455413579940796,-11.762712478637695,-1.4484920501708984,-10.3302001953125,-7.14111328125,-89.019775390625
1.5899999,-1.0462661981582642,-11.288661003112793,-1.4317326545715332,1.678466796875,-6.439208984375,-87.2344970703125
